Network,Number of Swaps,Influence Team Strength,Correlation Team Strength,Number of PCs,PC1 Variance,Influence Team 1,Influence Team 2,PCA Team 1,PCA Team 2,Hamming Distance,Inv. Hamming Distance
GON_029,100,0.059827332,0.392978361,7,0.636583832,FGF9;WT1mKTS;SRY;DMRT1;DKK1;UGR;AMH;PGD2;GATA4;RSPO1;FOXL2;CTNNB1;WNT4,CBX2;WT1pKTS;SOX9;NR5A1;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.888888889,0.111111111
GON_030,100,0.057962977,0.162410768,7.666666667,0.415779491,FGF9;CBX2;SOX9;DMRT1;NR5A1;UGR;GATA4;FOXL2;WNT4;NR0B1,WT1mKTS;SRY;WT1pKTS;DKK1;AMH;PGD2;RSPO1;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.666666667,0.333333333
GON_031,100,0.035103271,0.433557884,7,0.505000948,FGF9;CBX2;WT1mKTS;SRY;SOX9;AMH;PGD2;RSPO1;CTNNB1,WT1pKTS;DMRT1;NR5A1;DKK1;UGR;GATA4;FOXL2;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.444444444,0.555555556
GON_032,100,0.029448747,0.211058621,8,0.508026354,FGF9;WT1mKTS;AMH;PGD2;RSPO1;FOXL2;CTNNB1;NR0B1,CBX2;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;GATA4;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.5,0.5
GON_033,100,0.068261293,0.239834828,8,0.428555795,FGF9;CBX2;WT1mKTS;UGR;AMH;GATA4;FOXL2;CTNNB1;WNT4;NR0B1,SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;PGD2;RSPO1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.333333333,0.666666667
GON_034,100,0.026256515,0.339913427,6,0.734954085,FGF9;CBX2;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;UGR;AMH;PGD2;GATA4;RSPO1;CTNNB1;WNT4;NR0B1,WT1mKTS;DKK1;FOXL2,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.222222222,0.777777778
GON_035,100,0.040478632,0.193540126,10,0.394122865,FGF9;CBX2;WT1mKTS;SRY;DKK1;UGR;PGD2;GATA4;RSPO1;WNT4;NR0B1,WT1pKTS;SOX9;DMRT1;NR5A1;AMH;FOXL2;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.388888889,0.611111111
GON_036,100,0.022179259,0.17242437,10,0.275337192,FGF9;SOX9;DMRT1;PGD2;FOXL2;CTNNB1;WNT4;NR0B1,CBX2;WT1mKTS;SRY;WT1pKTS;NR5A1;DKK1;UGR;AMH;GATA4;RSPO1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.666666667,0.333333333
GON_037,100,0.066776615,0.38822607,7,0.454807445,FGF9;SRY;WT1pKTS;SOX9;NR5A1;UGR;AMH;PGD2;GATA4;RSPO1;CTNNB1;NR0B1,CBX2;WT1mKTS;DMRT1;DKK1;FOXL2;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.388888889,0.611111111
GON_038,100,0.048151744,0.23642902,8,0.450953673,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;UGR;AMH;PGD2;GATA4;RSPO1;FOXL2;CTNNB1;NR0B1,DKK1;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.388888889,0.611111111
GON_039,100,0.021755842,0.217236523,9,0.329829699,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;PGD2;FOXL2,NR5A1;DKK1;UGR;AMH;GATA4;RSPO1;CTNNB1;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.611111111,0.388888889
GON_040,100,0.017227086,0.260353909,9,0.414427872,FGF9;WT1mKTS;NR5A1;DKK1;UGR;AMH;GATA4;RSPO1;CTNNB1;WNT4;NR0B1,CBX2;SRY;WT1pKTS;SOX9;DMRT1;PGD2;FOXL2,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.277777778,0.722222222
GON_041,100,0.050378728,0.275828369,8,0.541624622,FGF9;CBX2;WT1mKTS;SRY;NR5A1;DKK1;GATA4;RSPO1;WNT4,WT1pKTS;SOX9;DMRT1;UGR;AMH;PGD2;FOXL2;CTNNB1;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.444444444,0.555555556
GON_042,100,0.032684444,0.222059963,8,0.507621278,FGF9;DKK1;UGR;AMH;PGD2;GATA4;WNT4;NR0B1,CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;RSPO1;FOXL2;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.666666667,0.333333333
GON_043,100,0.030367595,0.153605505,9,0.30328835,FGF9;CBX2;WT1mKTS;SRY;SOX9;NR5A1;DKK1;AMH;PGD2;GATA4;NR0B1,WT1pKTS;DMRT1;UGR;RSPO1;FOXL2;CTNNB1;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.222222222,0.777777778
GON_044,100,0.025928823,0.212141694,7,0.519297615,FGF9;CBX2;SRY;WT1pKTS;SOX9;UGR;AMH;PGD2;GATA4;RSPO1;CTNNB1;WNT4,WT1mKTS;DMRT1;NR5A1;DKK1;FOXL2;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.333333333,0.666666667
GON_045,100,0.037663783,0.160516748,10,0.470242859,FGF9;CBX2;NR5A1;DKK1;RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;UGR;AMH;PGD2;GATA4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.722222222,0.277777778
GON_046,100,0.033049405,0.348945399,8,0.565894553,FGF9;WT1mKTS;GATA4;FOXL2;NR0B1,CBX2;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;RSPO1;CTNNB1;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.611111111,0.388888889
GON_047,100,0.021599114,0.387192053,8.666666667,0.490559516,FGF9;SRY;SOX9;DKK1;PGD2;RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,CBX2;WT1mKTS;WT1pKTS;DMRT1;NR5A1;UGR;AMH;GATA4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.611111111,0.388888889
GON_048,100,0.034514135,0.283058801,8,0.585708891,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;NR5A1;UGR;GATA4;NR0B1,SOX9;DMRT1;DKK1;AMH;PGD2;RSPO1;FOXL2;CTNNB1;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.333333333,0.666666667
GON_049,100,0.043191265,0.262074069,7,0.548506546,FGF9;NR5A1;GATA4;WNT4;NR0B1,CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;DKK1;UGR;AMH;PGD2;RSPO1;FOXL2;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.388888889,0.611111111
GON_050,100,0.070255875,0.305156468,8,0.437423959,FGF9;SOX9;NR5A1;PGD2;GATA4;FOXL2;WNT4,CBX2;WT1mKTS;SRY;WT1pKTS;DMRT1;DKK1;UGR;AMH;RSPO1;CTNNB1;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.555555556,0.444444444
GON_051,100,0.046318837,0.240672561,9,0.426683978,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;NR5A1;DKK1;UGR;PGD2;RSPO1;FOXL2,SOX9;DMRT1;AMH;GATA4;CTNNB1;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.444444444,0.555555556
GON_052,100,0.04269917,0.248717585,7.666666667,0.596091871,FGF9;CBX2;WT1mKTS;SRY;SOX9;NR5A1;DKK1;PGD2;GATA4;RSPO1;FOXL2;CTNNB1,WT1pKTS;DMRT1;UGR;AMH;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.666666667,0.333333333
GON_053,100,0.011664096,0.23771236,9,0.39488961,FGF9;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;PGD2;GATA4;RSPO1;FOXL2;CTNNB1;WNT4,CBX2;WT1mKTS;AMH;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.666666667,0.333333333
GON_054,100,0.027163608,0.151490368,9,0.313406692,FGF9;DMRT1;DKK1;AMH;PGD2;FOXL2;CTNNB1;WNT4;NR0B1,CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;NR5A1;UGR;GATA4;RSPO1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.833333333,0.166666667
GON_055,100,0.034135663,0.194065049,9,0.372067324,FGF9;WT1mKTS;SOX9;UGR;PGD2,CBX2;SRY;WT1pKTS;DMRT1;NR5A1;DKK1;AMH;GATA4;RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.5,0.5
GON_056,100,0.050386676,0.202360115,7,0.404763268,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;PGD2;GATA4;FOXL2,DMRT1;NR5A1;DKK1;UGR;AMH;RSPO1;CTNNB1;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.5,0.5
GON_057,100,0.018586923,0.24144475,9,0.502155944,FGF9;CBX2;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;AMH;PGD2;FOXL2;CTNNB1;WNT4;NR0B1,WT1mKTS;DKK1;UGR;GATA4;RSPO1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.611111111,0.388888889
GON_058,100,0.042127799,0.27987484,8,0.524968323,FGF9;CBX2;WT1pKTS;DKK1;NR0B1,WT1mKTS;SRY;SOX9;DMRT1;NR5A1;UGR;AMH;PGD2;GATA4;RSPO1;FOXL2;CTNNB1;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.611111111,0.388888889
GON_059,100,0.07810772,0.517651751,6,0.69543419,FGF9;CBX2;WT1mKTS;SRY;SOX9;DMRT1;NR5A1;UGR;AMH;PGD2;GATA4;RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,WT1pKTS;DKK1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.166666667,0.833333333
GON_060,100,0.078598052,0.185300787,6,0.568960896,FGF9;CBX2;SRY;WT1pKTS;SOX9;DMRT1;DKK1;UGR;AMH;PGD2;GATA4;RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,WT1mKTS;NR5A1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.611111111,0.388888889
GON_061,100,0.020966254,0.172297223,9,0.348428193,FGF9;CBX2;SRY;WT1pKTS;DKK1;AMH;CTNNB1;WNT4;NR0B1,WT1mKTS;SOX9;DMRT1;NR5A1;UGR;PGD2;GATA4;RSPO1;FOXL2,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.5,0.5
GON_062,100,0.057475476,0.275566713,6,0.44602832,FGF9;CBX2;WT1pKTS;DKK1;AMH;RSPO1;CTNNB1;WNT4;NR0B1,WT1mKTS;SRY;SOX9;DMRT1;NR5A1;UGR;PGD2;GATA4;FOXL2,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.666666667,0.333333333
GON_063,100,0.08806224,0.361250341,7,0.559366128,FGF9;CBX2;WT1mKTS;SRY;SOX9;NR5A1;UGR;PGD2;GATA4;CTNNB1;NR0B1,WT1pKTS;DMRT1;DKK1;AMH;RSPO1;FOXL2;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.611111111,0.388888889
GON_064,100,0.068857232,0.152975679,9,0.330131819,FGF9;PGD2;CTNNB1,CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;GATA4;RSPO1;FOXL2;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.833333333,0.166666667
GON_065,100,0.03239001,0.15942079,8,0.382389108,FGF9;CBX2;DMRT1;DKK1;AMH;PGD2;GATA4;RSPO1;FOXL2;WNT4,WT1mKTS;SRY;WT1pKTS;SOX9;NR5A1;UGR;CTNNB1;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.444444444,0.555555556
GON_066,100,0.018278452,0.187614994,9,0.365451562,FGF9;CBX2;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;UGR;PGD2;GATA4;WNT4;NR0B1,WT1mKTS;DKK1;AMH;RSPO1;FOXL2;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.444444444,0.555555556
GON_067,100,0.040359671,0.35944696,7,0.609645545,FGF9;WT1mKTS;NR5A1;UGR;AMH;PGD2;CTNNB1;NR0B1,CBX2;SRY;WT1pKTS;SOX9;DMRT1;DKK1;GATA4;RSPO1;FOXL2;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.277777778,0.722222222
GON_068,100,0.024856935,0.180519501,8,0.295820971,FGF9;CBX2;SRY;WT1pKTS;DMRT1;AMH;PGD2;GATA4,WT1mKTS;SOX9;NR5A1;DKK1;UGR;RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.555555556,0.444444444
GON_069,100,0.051399408,0.199685761,9.333333333,0.338602265,FGF9;DMRT1;GATA4;FOXL2,CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;NR5A1;DKK1;UGR;AMH;PGD2;RSPO1;CTNNB1;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.722222222,0.277777778
GON_070,100,0.037515368,0.21062577,8,0.435931962,FGF9;CBX2;SRY;SOX9;DMRT1;NR5A1;DKK1;PGD2;RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,WT1mKTS;WT1pKTS;UGR;AMH;GATA4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.277777778,0.722222222
GON_071,100,0.031786674,0.208092246,8,0.402306966,FGF9;WT1mKTS;SRY;SOX9;NR5A1;DKK1;UGR;AMH;PGD2;GATA4;RSPO1;FOXL2;CTNNB1;WNT4,CBX2;WT1pKTS;DMRT1;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.611111111,0.388888889
GON_072,100,0.029583335,0.247602337,9,0.547745883,FGF9;SRY;WT1pKTS;NR5A1;UGR;AMH;PGD2;GATA4;RSPO1;CTNNB1;WNT4,CBX2;WT1mKTS;SOX9;DMRT1;DKK1;FOXL2;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.388888889,0.611111111
GON_073,100,0.024400599,0.381339942,6,0.561033582,FGF9;SRY;WT1pKTS;SOX9;NR5A1;AMH;FOXL2;CTNNB1,CBX2;WT1mKTS;DMRT1;DKK1;UGR;PGD2;GATA4;RSPO1;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.5,0.5
GON_074,100,0.029664783,0.236505162,8,0.398426289,FGF9;SOX9;DKK1;AMH;RSPO1;CTNNB1;WNT4;NR0B1,CBX2;WT1mKTS;SRY;WT1pKTS;DMRT1;NR5A1;UGR;PGD2;GATA4;FOXL2,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.444444444,0.555555556
GON_075,100,0.089163007,0.279196744,8,0.512272716,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;DMRT1;NR5A1;DKK1;UGR;PGD2;GATA4;RSPO1;WNT4;NR0B1,SOX9;AMH;FOXL2;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.666666667,0.333333333
GON_076,100,0.042261966,0.317926106,7,0.631775984,FGF9;DKK1;PGD2;WNT4;NR0B1,CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;UGR;AMH;GATA4;RSPO1;FOXL2;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.777777778,0.222222222
GON_077,100,0.039855523,0.215457666,8,0.475497946,FGF9;SOX9;RSPO1;FOXL2;WNT4;NR0B1,CBX2;WT1mKTS;SRY;WT1pKTS;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.388888889,0.611111111
GON_078,100,0.035908325,0.221621902,8,0.392960035,FGF9;SOX9;DKK1;PGD2;RSPO1;FOXL2;CTNNB1;WNT4,CBX2;WT1mKTS;SRY;WT1pKTS;DMRT1;NR5A1;UGR;AMH;GATA4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.722222222,0.277777778
GON_079,100,0.031391002,0.240181079,8,0.539951474,FGF9;CBX2;WT1pKTS;SOX9;DMRT1;AMH;PGD2;RSPO1;FOXL2;NR0B1,WT1mKTS;SRY;NR5A1;DKK1;UGR;GATA4;CTNNB1;WNT4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.555555556,0.444444444
GON_080,100,0.017497611,0.252121772,9,0.379418865,FGF9;DMRT1;NR5A1;DKK1;UGR;AMH;GATA4;RSPO1;FOXL2;WNT4;NR0B1,CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;PGD2;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.5,0.5
GON_081,100,0.048232153,0.115807343,8.333333333,0.505030835,FGF9;SOX9;DMRT1;NR5A1;DKK1;AMH;PGD2;RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,CBX2;WT1mKTS;SRY;WT1pKTS;UGR;GATA4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.5,0.5
GON_082,100,0.059050192,0.279773926,7,0.609195465,FGF9;CBX2;SOX9;DMRT1;NR5A1;AMH;PGD2;FOXL2;WNT4;NR0B1,WT1mKTS;SRY;WT1pKTS;DKK1;UGR;GATA4;RSPO1;CTNNB1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.333333333,0.666666667
GON_083,100,0.050964191,0.285612456,7,0.55186171,FGF9;WT1mKTS;WT1pKTS;SOX9;AMH;PGD2;RSPO1;FOXL2;CTNNB1;WNT4,CBX2;SRY;DMRT1;NR5A1;DKK1;UGR;GATA4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.5,0.5
GON_084,100,0.048374747,0.449720887,7,0.583525853,FGF9;DMRT1;DKK1;PGD2;FOXL2;WNT4,CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;NR5A1;UGR;AMH;GATA4;RSPO1;CTNNB1;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.444444444,0.555555556
GON_085,100,0.06640368,0.216521617,6,0.527779629,FGF9;CBX2;WT1mKTS;SRY;SOX9;DMRT1;NR5A1;DKK1;UGR;PGD2;RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,WT1pKTS;AMH;GATA4,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.111111111,0.888888889
GON_086,100,0.0243127,0.284664188,8,0.51903737,FGF9;CBX2;SOX9;DMRT1;DKK1;UGR;AMH;PGD2;FOXL2;CTNNB1,WT1mKTS;SRY;WT1pKTS;NR5A1;GATA4;RSPO1;WNT4;NR0B1,FGF9;CBX2;WT1mKTS;SRY;WT1pKTS;SOX9;DMRT1;NR5A1;DKK1;UGR;AMH;PGD2;GATA4,RSPO1;FOXL2;CTNNB1;WNT4;NR0B1,0.444444444,0.555555556
